ID Grupo X Y Forma_tumba Orientacion_tumba Construcciones_internas Sexo Rango_de_edad Categoria_edad Estadio_edad Datacion_propuesta Tipo_objetos Orfebreria Num_orfebreria Esmeraldas Num_esmeraldas Volantes Num_volantes Num_Herrera Num_Temprano Num_Tardio Ceramica Num_Ceramica Liticos Num_liticos Cuentas_collar Num_cuentas_collar Fauna Num_fauna2 Macrorrestos Num_macrorrestos
43.94.24.0.1. 4 977123.7249 997537.4348 Pozo_con_camara S Escalon NA 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43.94.24.0.2. 4 977123.5824 997537.3934 Pozo_con_camara S Escalon Indeterminado 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.10.6.0.1. 2 977110.3236 997545.2936 Pozo_simple Otra Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.11.2.0.1. 2 977113.8874 997546.7178 NA NA Escalon NA Mayor_de_18_años Adulto Adulto Tardio 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
43A.19.1.0.1. 2 977119.3357 997544.8043 Pozo_simple S Escalon NA 1_año_+/-_4_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.20.7.0.1. 2 977111.8853 997544.0612 Pozo_simple Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.22.4.0.1. 2 977109.2809 997542.1451 Pozo_simple S Ninguna NA 5_años_+/-_16_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.22.4.0.2. 2 977109.2686 997542.0235 Pozo_simple S Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.7.5.0.1. 2 977109.0589 997546.7664 Pozo_con_camara Otra Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
43A.9.3.0.1. 2 977107.0031 997542.9838 Pozo_con_camara S Escalon NA 5_años_+/-_16_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
44.11.10.0.1. 2 977121.1665 997523.6149 Pozo_con_camara S Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.11.10.0.2. 2 977121.1871 997523.7854 Pozo_con_camara S Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.21.1.0.1. 2 977118.7125 997509.8667 Pozo_simple S Escalon NA 2_años_+/-_8_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
44.3.0.3.0. 2 977121.7693 997505.8683 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.4.3.0.1. 2 977124.232 997512.6308 NA NA Escalon NA NA NA NA Temprano 2 0 0 0 0 0 0 0 2 0 1 2 0 0 0 0 1 1 0 0
44.4.3.0.2. 2 977124.3229 997512.8809 NA NA Escalon NA NA NA NA Temprano 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.4.3.0.3. 2 977124.1698 997512.4084 NA NA Escalon NA NA NA NA Temprano 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.5.2.0.1. 2 977125.1132 997511.8697 NA NA Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.56.4.0.1. 2 977116.7089 997507.197 Pozo_simple NA Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
44.58.8.0.1. 2 977119.7163 997521.2053 Pozo_con_camara Otra Ninguna NA 18_meses_+/-_6_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.63.5.0.1. 2 977116.2313 997519.0542 Pozo_simple S Escalon Masculino Mayor_de_18_años Adulto Adulto Tardio 2 0 0 0 0 0 0 0 0 2 1 2 0 0 0 0 1 1 0 0
44.63.5.0.2. 2 977116.1887 997518.8819 Pozo_simple S Escalon NA NA NA NA Tardio 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
44.83.6.0.1. 4 977124.9972 997525.253 Pozo_con_camara Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0
44.85.0.1.0. 4 977128.899 997506.063 Pozo_con_camara NA Ninguna NA NA NA NA NA 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
44.90.11.0.1. 2 977123.0559 997523.7987 Pozo_con_camara S Escalon NA 4_años_+/-_12_meses Subadulto Infantil_I NA 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 12 0 0
44.91.9.0.1. 2 977117.7298 997508.6736 Pozo_simple S Escalon NA Mayor_de_18_años Adulto Adulto NA 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 3 0 0
45.1.6.0.1. 2 977119.5675 997491.7573 Pozo_simple Otra Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.12.8.0.1. 4 977130.5331 997500.5915 Pozo_con_camara S Ninguna NA 5_años_+/-_16_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.14.1.0.1. 2 977126.3013 997499.5188 Pozo_simple S Ninguna Masculino Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.2.7.0.1. 2 977121.2193 997493.584 Pozo_con_nicho N Escalon NA 3_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
45.40.9.0.1. 2 977130.1619 997491.9447 Pozo_con_doble_camara Otra Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.51.2.0.1. 2 977131.7136 997488.5774 NA NA Ninguna NA Nacimiento_+/-_2_meses Perinato Perinato NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.58.4.0.1. 4 977131.9011 997492.2448 Pozo_simple N Ninguna Masculino Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
45.66.15.0.1. 4 977132.9442 997488.1398 Pozo_simple N Escalon NA 7_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.67,71.17.0.1. 4 977136.5662 997498.9288 Pozo_con_camara N Escalon NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0
45.67,71.17.0.2. 4 977136.6293 997498.8419 Pozo_con_camara N Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.68.13.0.1. 4 977132.5082 997491.3274 Pozo_simple N Ninguna Femenino 5_años_+/-_16_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
45.69.16.0.1. 4 977140.9426 997488.3127 Pozo_con_camara N Escalon Femenino Mayor_de_18_años Adulto Adulto NA 2 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0
45.70.12.0.1. 4 977135.3947 997499.3254 Pozo_con_camara S Lajas NA 10_años_+/-_30_meses Subadulto Infantil_II NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
45.77.11.0.1. 4 977133.2664 997493.4364 Pozo_con_camara N Huellas_de_poste NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.78.10.0.1. 4 977134.8648 997493.7611 Pozo_simple NA Lajas Masculino Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
45.78.10.0.2. 4 977134.6266 997493.8419 Pozo_simple NA Lajas NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.80.3.0.1. 4 977132.7099 997489.471 NA N Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
45.94.14.0.1. 4 977133.2309 997490.6466 Pozo_con_camara N Ninguna NA 2_años_+/-_8_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
45.96.5.0.1. 2 977129.7164 997494.2904 Pozo_simple N Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1
46.18.3.0.1. 4 977144.7293 997473.7422 Pozo_simple S Escalon NA 5_años_+/-_16_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
46.19,20.2.0.1. 2 977129.1198 997484.2926 NA O Ninguna NA 2_años_+/-_8_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 7 0 0
46.2.0.1.0. 4 977139.1157 997486.9817 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
46.8.1.0.1. 4 977142.6648 997479.1915 Pozo_simple S Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
47.3.0.1.0. 3 977153.3242 997433.8111 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.1.0.1.0. 2 977109.3803 997528.9174 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.10.10.0.1. 2 977105.5796 997524.9184 Pozo_simple N Escalon NA 4_años_+/-_12_meses Subadulto Infantil_I NA 2 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1363
48.12,12A.13.0.1. 2 977104.7079 997529.367 Pozo_con_camara N Escalon Indeterminado 3_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0
48.14.15.0.1. 2 977102.68 997537.3534 Pozo_con_camara NA Ninguna NA NA NA NA Temprano 2 0 0 0 0 0 0 0 1 0 1 1 1 5 0 0 0 0 0 0
48.16,37.9.0.1. 2 977104.8312 997532.4891 Pozo_con_camara S Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.20.14.0.1. 2 977101.612 997532.3513 Pozo_con_camara N Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.21,34.16.0.1. 2 977102.5465 997531.4157 Pozo_con_camara N Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
48.23.7.0.1. 2 977098.7195 997527.5166 Pozo_simple S Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.28.2.0.1. 2 977106.1415 997534.7118 NA E Ninguna Femenino Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.29.17.0.1. 2 977110.6312 997529.1354 Pozo_simple S Ninguna NA 1_año_+/-_4_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0
48.32.1.0.1. 2 977107.3565 997531.9114 NA NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0
48.36.11.0.1. 2 977108.0316 997527.198 Pozo_con_camara S Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
48.36.11.0.NI1. 2 977107.9547 997527.0723 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.39.8.0.1. 2 977093.4034 997520.8712 Doble_pozo NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.41.6.0.1. 2 977108.8801 997523.5886 Pozo_con_camara NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.41.6.0.2. 2 977109.4565 997523.8756 Pozo_con_camara NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.52.4.0.1. 2 977093.4439 997518.6217 NA N Ninguna NA 6_años_+/-_24_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.59.12.0.1. 2 977092.0199 997521.3617 Pozo_simple S Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.59.12.0.2. 2 977091.9795 997521.2787 Pozo_simple S Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.62.5.0.1. 2 977109.6123 997528.1706 NA E Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.63.18.0.1. 2 977092.6341 997519.2399 Pozo_simple NA Lajas NA 7_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48.9.3.0.1. 2 977107.3895 997530.4239 Pozo_simple Otra Ninguna NA 9_meses_+/-_3_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
48A.9.1.0.1. 2 977087.9445 997537.724 Pozo_simple Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.10.11.0.1. 2 977111.336 997513.732 Pozo_con_camara N Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 0
49.14.8.0.1. 2 977115.8281 997502.6329 Pozo_simple N Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
49.17.9.0.1. 2 977096.9326 997514.416 Pozo_simple E Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.28.1.0.1. 2 977099.4962 997505.114 NA E Ninguna Masculino Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.32.6.0.1. 2 977106.2549 997514.8968 Pozo_simple O Ninguna NA 6_años_+/-_24_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.32.6.0.2. 2 977106.4176 997514.8894 Pozo_simple O Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.34.15.0.1. 2 977113.7369 997511.5983 Pozo_simple N Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.39.16.0.1. 2 977110.5633 997514.5393 Pozo_con_camara S Escalon NA 1_año_+/-_4_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.4,5,6.4.0.1. 2 977113.2481 997508.7905 Pozo_simple S Ninguna NA Mayor_de_18_años Adulto Adulto Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
49.43.19.0.1. 2 977108.8183 997516.4604 Pozo_simple S Ninguna NA 6_años_+/-_24_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.64.12.0.1. 2 977105.1182 997515.791 Pozo_simple E Ninguna NA 6_meses_+/-_3_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.67.0.2.0. 2 977098.1055 997502.3677 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.68.2.0.1. 2 977099.8617 997511.1836 Pozo_simple N Ninguna NA 1_año_+/-_4_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.7.5.0.1. 2 977096.8843 997512.5001 Pozo_simple S Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 0 0
49.72.14.0.1. 2 977112.4157 997514.9714 Pozo_simple S Ninguna Femenino 10_años_+/-_30_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.72.14.0.2. 2 977112.9757 997515.2364 Pozo_simple S Ninguna Indeterminado 2_años_+/-_8_meses Subadulto Infantil_I NA 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.74.3.0.1. 2 977099.1594 997515.5073 NA NA Ninguna NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.8,42,56.7.0.1. 2 977110.1962 997506.6793 Pozo_simple N Ninguna NA 6_meses_+/-_3_meses Subadulto Infantil_I NA 2 0 0 0 0 0 0 0 0 0 0 0 1 13 0 0 1 6 1 1
49.85.13.0.1. 2 977109.3975 997519.4705 Pozo_simple S Escalon NA 7_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.9.17.0.1. 2 977110.5977 997510.3192 Pozo_con_camara NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.90.0.1.0. 2 977098.5202 997509.7269 Pozo_simple NA Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
49.92.18.0.1. 2 977112.3831 997510.5294 NA Otra Ninguna Masculino Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.10.1.0.1. 4 977183.6453 997506.1075 Pozo_simple N Ninguna NA 10_años_+/-_30_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.11.16.0.1. 4 977176.3069 997502.2172 Pozo_simple E Ninguna NA 15_años_+/-_36_meses Subadulto Juvenil NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
4A.17.0.2.0. 4 977189.7736 997512.7965 Doble_pozo NA Ninguna NA NA NA NA NA 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.19.7.0.1. 4 977187.5084 997508.1068 Pozo_simple S Ninguna NA Mayor_de_18_años Adulto Adulto Tardio 2 0 0 0 0 0 0 0 0 2 1 2 0 0 1 1 0 0 0 0
4A.20.2.0.1. 4 977177.7583 997506.358 NA S Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.23.0.3.0. 4 977180.9345 997498.4234 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.24.0.4.0. 4 977181.3472 997497.9123 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.26.22.0.1. 4 977179.9547 997498.163 Pozo_con_camara N Escalon NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
4A.30.3.0.1. 4 977178.1076 997501.8505 NA NA Ninguna NA 3_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.42.0.5.0. 4 977195.551 997511.4067 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.49.10.0.1. 4 977183.2993 997501.1858 Pozo_simple N Escalon NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
4A.49B.23.0.1. 4 977182.6599 997500.6061 NA NA Ninguna NA 11_años_+/-_30_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.51.6.0.1. 4 977182.8008 997498.9502 Pozo_con_camara E Lajas NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.52.4.0.1. 4 977177.1581 997496.8651 Pozo_simple S Escalon NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0
4A.52.4.0.2. 4 977177.2868 997497.7883 Pozo_simple N Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.53.0.7.0. 4 977198.9617 997505.1441 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.54.0.8.0. 4 977196.1646 997508.0974 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.57.5.0.1. 4 977196.0594 997509.8628 Pozo_con_camara N Escalon NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.6.13.0.1. 4 977178.2125 997507.7949 Pozo_simple S Ninguna NA 9_años_+/-_24_meses Subadulto Infantil_II Tardio 2 0 0 0 0 0 0 0 0 1 1 1 0 0 1 3 0 0 0 0
4A.61B.20.0.1. 4 977181.2904 997503.0897 Pozo_con_doble_camara NA Escalon NA NA NA NA NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0
4A.61B.20.0.2. 4 977180.2375 997503.0099 Pozo_con_doble_camara NA Escalon NA NA NA NA NA 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.62B.21.0.1. 4 977179.1888 997501.122 Pozo_simple Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.62C.19.0.1. 4 977179.731 997499.4317 Pozo_simple NA Escalon NA NA NA NA Tardio 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1
4A.62D.18.0.1. 4 977179.2652 997500.3892 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.65.9.0.1. 4 977184.3003 997502.8447 Pozo_simple Otra Escalon NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.67.0.9.0. 4 977181.0939 997501.6029 Pozo_con_nicho NA Ninguna NA NA NA NA Temprano 2 0 0 0 0 1 4 0 2 0 1 2 0 0 0 0 0 0 1 1
4A.69.8.0.1. 4 977189.7275 997504.5519 Pozo_simple E Ninguna NA 2_años_+/-_8_meses Subadulto Infantil_I Temprano 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
4A.69.8.0.2. 4 977189.1031 997504.1522 Pozo_simple O Ninguna NA 18_meses_+/-_6_meses Subadulto Infantil_I Temprano 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0
4A.72.11.0.1. 4 977174.0815 997508.0139 Pozo_simple N Ninguna NA 4_años_+/-_12_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.74.12.0.1. 4 977171.6723 997507.5197 Pozo_simple O Ninguna Masculino Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.7A.17.0.1. 4 977186.1591 997507.3761 Pozo_simple N Ninguna NA Mayor_de_18_años Adulto Adulto Tardio 2 0 0 0 0 0 0 0 0 1 1 1 0 0 1 7 0 0 0 0
4A.7B.0.1.0. 4 977185.743 997508.8925 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.80.14.0.1. 4 977183.7764 997500.0999 Pozo_con_camara S Varias NA Mayor_de_18_años Adulto Adulto NA 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0
4A.81.15.0.1. 4 977179.1046 997498.4218 Pozo_con_camara E Huellas_de_poste NA Mayor_de_18_años Adulto Adulto NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4A.82.0.6.0. 4 977185.2382 997499.6609 Pozo_simple NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4B.1.1.0.1. 4 977176.0934 997510.6549 Pozo_con_camara NA Ninguna NA 6_años_+/-_24_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4B.12.4.0.1. 4 977167.4315 997519.0248 Pozo_simple NA Ninguna NA Nacimiento_+/-_2_meses Perinato Perinato NA 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0
4B.15.3.0.1. 4 977166.2298 997522.0597 Pozo_con_camara NA Ninguna NA 9_años_+/-_24_meses Subadulto Infantil_II NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4B.17.5.0.1. 4 977172.848 997521.019 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4B.17.5.0.2. 4 977172.7483 997521.0072 Pozo_con_camara NA Ninguna NA NA NA NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4B.19.8.0.1. 4 977168.4415 997521.4908 Pozo_simple N Ninguna NA 5_años_+/-_16_meses Subadulto Infantil_I NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
